clean_text,category
"Transformation  change  amp  leadership  Day 3 5  MMDP  NIPAM  Windhoek http   t co je88X8iJ5U" , 0
" FootballVines great strike Boeteng" , 0
" AmalMAbdul  ishrashad  haha coz the 12 shooter challenge is being tested for the first time today on me" , 0
"Hotel bound in Freetown for the next three days during Sierra Leone s nationwide  House to House Talk  information sharing campaign " , 0
" taportugal why the delay to TP206 from Dakar to Lisbon  Chose TAP because  AirFranceUK strike let me down  Don t disappoint " , 0
"  ManMadeMoon  This is why everyone hates you  politicians    http   t co 9wlAaxWzfK  whoops " , 1
" SafaricomLtd i bought this huawei y320 in your shop problem is its discharging abnormaly does the warrant cover even the battery " , 0
" AugustAlsina babe we luv ya so much  too soon 4 us to lose u  hope ur gettin better u still be in our hearts n mind          " , 0
"Very true  tavleen singh  Throw Ajit Singh out now  And  let s take Lutyens  Delhi back from politicians and bureaucrats now and forever  " , 1
" simbamara  simkilll  tufailelif   Mayavati  Jail lalita   Its desease of many Indian politicians   amp govt servants too    To b cured in Jail " , 1
" NourNafae awwww nafanefo and we will remain sisters till death ya nafnaf dah enty el 7ata el shemal bardo  lt 3  lt 3" , 0
" Nav B Bhaijaan nav why you re tweeting this news its wrong n bad news they saying that salman us abusive to islam n get artested bec of tt" , 0
" LuceroMexico  the real happiness in the peace of mind and heart  Charles Nodier  so be happy sweetheart   " , 0
" Talent hits a target no one else can hit  Genius hits a target no one else can see     Arthur Schopenhauer" , 0
" milky candy Literally who is how some people came to refer to Zoe Quinn  noting how irrelevant she is to the movement now " , 0
"Yu were Malcom X Day sex  Workers day sex and voting day sex wena RT  ego sanele  You re born in October   you were Valentines day sex " , 0
"It is well with my soul Blessed to see another day " , 0
"IS fighters seized part of Mishtenur Hill  which overlooks  Kobane  but US led air strikes slowed their advance  suicide bomb on IS base " , 1
"TT imeanza hata kabla ruto atoe presidential speech lol   xtiandela  LET S TREND      ThingsPresidentRutoShouldAddress " , 0
"After arrest of 250 children  amp  500 civilians  Caliph of  JSIL orders violence on Jerusalem protests http   t co mV6B6ihK77  occupation  BDS " , 1
"  BenjaminNorton   IMMINENTTHREAT    MoFalc   JSIL is a nuke armed caliphate that s unlike anything we ve seen  " , 1
"Hong Kong officials and protesters have agreed to hold negotiations on the future of democracy http   t co v7exHhluw1 " , 1
"And no sweet body would let me in as soon as I hit that soil " , 0
"UN special representative to  Centrafrique issues press statement condemning violence in  bangui  Phew " , 1
"Human beings are dying  no protests   BBCWorld  Protests after  Ebola nurse s dog is put down http   t co Y49VpUa0lx http   t co ePajTPgVXi " , 1
"One of the Myanmar s judicial principle is To educate the people to understand amp abide by the law and nurture the habit of abiding by the law " , 0
"Possibility that in Bangui  what s in fact happening is an attempted coup by the politicians behind Anti Balaka forces  CARcrisis" , 1
" rose  direction Its a marathon vote  rt and tweet this to 50 people  lets win this and make our boys proud  EMABiggestFans1D" , 0
"Cardio will be the death of me    " , 0
"Thanks for the follow        DanielGoddard  bobmarleyquotes  africa internet  mommafituk Support the movement  http   t co aCmrvswtem" , 0
" mackio   WanjikuRevolt AU is dead beat  if ICC lets this case go violence will happen again thats guaranteed  MaskaniConversations" , 1
"Becoming clear crisis in Bangui is a coordinated pressure by AB leadership to get CSP to resign  little to do with armed Muslims  CARcrisis" , 1
"Anti Balaka seem to be using outbreak of violence to escalate pressure on govt  Violence discredits Pres  amp  intl forces   CARcrisis" , 1
"Funny I was expecting that  TWEET BaBaLaWo  K  QueenExtha  I m So Dangerous  If Death Dares Me  Death Will Die   " , 0
"  TheStarKenya  Bishop Wanjiru   The Nairobi governorship was mine and it remains mine  http   t co Y00WiDVDNQ  Territorial Declaration " , 0
"Mahn its so hot that my books have been set on fire  I am not going to study   " , 0
"1day for the presidential election day in  Mozambique  http   t co HQGchLWVln" , 0
" ITYAfrica The strength in youthfulness is an envy in the aged  use that strength to strike a change between today and the future" , 0
"day two of my chronicles as a one armed bandit " , 0
"Ghanaians protest in front of presidential office demanding change http   t co xvZXnJ699N  OccupyFlagstaffHouse http   t co e7M7xoC5ej " , 1
" Today is time to vote in  Mozambique    my view over Mozambique elections  in portuguese  http   t co qc7OIJJSZ8  politics  cplp  Africa" , 0
" Mozambique is giving a good message to the world making an orderly elections without violence incidents  mozelections  politics  Africa" , 0
"MT  GoogleFacts The role of Capt  Jack Sparrow was initially offered to Jim Carrey but he turned it down for Bruce Almighty  opportunemoment" , 0
"Now if can hear the  Helicopter above  Benghazi and the bombing with heavy weapons near us    let the show begin  " , 1
"What the hell is this   this is child abuse  Mehbie " , 0
" Supports Bieber  FOREVERJUSTlNS  drewithsex  itfollg  BiebsNetwork   KEEP VOTING FOR JUSTIN    BELIEBERS 22H  EMABiggestFansJustinBieber" , 0
"  shakesduncan   Bluu Balls ASAP solutions  we ve got to be on these politrikcians butt  strike them till they bleed out goodness   Lol" , 1
"I told u before that it can t be the city of peace if there s no peace  Am I right bud    D" , 1
"Presidential vote count is now 51  complete  Nyusi  62 13  Dhlakama  31 06  Simango  6 81   Mozambique" , 0
" HCurran1 electricity is based on the movement of electrons where as light is a photon " , 0
" Somalia Govt says it is in  unofficial  talks with the moderate leaders of  alshabaab militants in the Country  Ambassador " , 1
"Belief cannot be compelled by violence " , 1
"Lol    dian kwase  Then this gt  gt  gt  gt  gt  dkayom  Place an EBOLA patient in MUK and that strike will end  " , 1
" NOIweala  NewAfrica Let s talk about jamb admission  Given admission out of 1 3m students yearly is nt encouraging Strike is nt encouraging" , 1
"20 Oct  local students in Mbalmayo had a lively discussion on topics from Ebola to gender violence to media education   UNDay  rochdi najat" , 0
"Politicians neh   SkillfulHasho  Ballotelli holding an anti racism post    A racism act in itself  " , 0
"Governor Kivutha s impeachment must be orchestrated by wiper leadership because of a minor party he belongs  The court is his saviour " , 1
"  ConsolathaPL  Sasa dad kaniweka tu hapa sebuleni  yuko bize na mambo yake na ana hasira      this is torture  http   t co 3dO52rRb7V" , 0
"What  historic body movement  by Murray  Lol " , 0
"Opener should initiate well  amp  strike rotation should extravagantly considered Match ll easily fall on our side probably  cricketNepal  Nepal" , 0
"Israeli officer admits ordering lethal strike on own soldier during Gaza massacre http   t co glWAfk6p1e  http   t co Y2dqx16Cpz" , 1
"L City Dancehall Artist Maovololo Is Hospitalised Afta Being Shot In The Leg By Armed Robbers An Hour Ago In Area 18 http   t co 3pAz5I3mCi" , 0
"Zambia s presidential mortality rate is very high " , 1
"Chartering an 8 seater Jet to Okalongo fr the cmpaign rally wllng to gve hke to 7 unmplyed youth fr free  MPs  amp  tnder people wll hve to pay " , 0
"Protesters in  BurkinaFaso storm parliament and occupy seats shouting  the parliament is for the people   tinefeh  jeanfrancis  MungaiNfi" , 1
"  ReutersAfrica  Anti government protesters    set  BurkinaFaso parliament on fire http   t co mRRtLBARxw   paolabaran" , 1
"Its getting to the point where I may just vote for a party that makes the least noise during the campaign" , 1
"Tense standoff in  BurkinaFaso  Protesters want President Blaise  Compaore to step down now and General Kouame Lougue to take over  Iwili" , 1
"  1real eoa   deborahvanessa7  shortage of para in ya hood lol   lt  took Panadol  Para dierr  unless I add prayers in tongues" , 0
" BKM Chabz its just an ironic phrase that mocks the existence of Halloween and replacing it with a strike as jkuat just did" , 0
"Wow  Our small business venture is in the cover of Traveler Luxe Taiwan s October  http   t co SOz7hIo1Q9" , 0
" Am Tinnie  ADELLEO  TeamAdelle is a movement " , 0
" votingGOT7 turning on  amp  off airplane mode for voting doesn t work for me  Do u have any other solution   " , 0
"  ueberfliegernet  Intl media report violence  citizens of Ouaga busy cleaning up city this morning   Burkina  http   t co 8FZ1WdHCVb " , 1
"The 37 square mile FAA no fly zone during the Ferguson protests was aimed to keep the media out  via  AP  http   t co R3Qeep8At8" , 1
"4 11 2014 thi is my Time   Be blessed   November" , 0
"AFEM developing a declaration on ebola during keynote at AFCEM  Awesome   InfoAfem  wallis lee  afcem2014  ebola" , 0
" Garcia    If we get our heads down and give them a fight we can do well  We want to enjoy this  ChampionsLeague campaign   FCBASR" , 0
"  5HonTour  Some inspiration for your voting  VoteFifthHarmony http   t co qUMPEh0tG8 " , 0
"hope it s the right way to vote cause i couldn t vote on the site coz m from tunisia not frm the usa  enrique305  FavoriteLatinArtist  AMAs" , 0
"  WHO  Safe  amp  dignified burial for  Ebola  Allow religious leaders to offer prayers  and family members the option to throw the first soil " , 0
"Min Brown   We would not have gotten here in the  EbolaInLiberia Fight   its the result of the resiliance of Liberians" , 0
" srilanka SC clears Presidential 3rd term http   t co lk3x62emEx  lka" , 0
"The politics being played with  ebola here  amp  internationally is shocking Politicians vying for presidency in response effort in  SierraLeone" , 1
"Ban Ki moon commends presidents Xi and Obama  for their leadership on climate change today in Beijing    VOAalert" , 0
" Beware of procrastination  for it is one of devil s strongest weapons  " , 0
" UN azbir   morocco  together against torture  journalism is not a crime   We stand in solidarity with journalists http   t co ZNwDl0qpZh" , 1
"Presidential Commission of Inquiry s mandate extended" , 0
"Student leaders say they won t camp on campus tonight but will disperse although protest to be continued  http   t co g6YkfxzyLk" , 1
"Phi 4 13 I can do all things through Christ who strengthens me  http   t co UsOfi73I6G" , 0
"I m voting for  onedirection for  AMAs  AOTY  vote again today via http   t co WcK67yD1cj http   t co I1jNUJnf2i" , 0
"After 12 hour long meeting  MMD adopts Dr  Nevers Mumba as presidential candidate  amp  tasks him to engage Rupiah Banda for a role in the polls" , 0
"An Australian TV host wore the same suit for a year to protest the sexism faced by his female co host  No one noticed http   t co KOO3qu0g5g" , 1
" BBCAfrica  Government of Sierra Leone is using the state of Public Health Emmergency to silent descent and critics  Including the Press " , 1
"I m cool I m calm you lookin  real stressed I m strapped I m armed kid hold your head I m known for Gat poppin   when I got problems PRODIGY" , 0
" BilalHimself  nabil ajram God Bless him ye raabb  i wish one day o See Omar Mila  amp  Ella in one Pic    " , 0
"  observerug  Protests over child s death at  KCCA  MPs demand answers  PeterKaujju  KCCAED   homework   crisis management " , 1
